ProductID,ProductName,ProductBrand,Gender,Price (INR),Description,PrimaryColor,ImageURL
10012339,Lakme Absolute Matte Melt Liquid Lip Color Rhythmic Red 20,Lakme,Women,400,Lakme Absolute Matte Melt Liquid Lip ColorShade name:Â Rhythmic Red 20, Red,
10004149,HIGHLANDER Men Brown & Black Slim Fit Checked Casual Shirt,HIGHLANDER,Men,699,"Brown and black checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", Black,
1000743,ahilya Gold-Plated Sterling Silver Jhumka Earrings,ahilya,Women,11137,"A pair of gold-plated sterling silver drop earrings, has interlinked motifs with cut-out detail and an intricately designed dangler with beadsNote: This jewellery is handcrafted, therefore there might be slight variations from the image.", Gold,
10003155,Gini and Jony Boys Brown Solid Regular Fit Shorts,Gini and Jony,Boys,629,"Brown solid mid-rise regular shorts, has 5 pockets, and button closure, zip fly", Brown,
10012781,SEJ by Nisha Gupta Set of 6 Green & Blue Printed Table Placemats,SEJ by Nisha Gupta,Unisex,899,Set content: 6 table mats Shape: Rectangle Colour: Green and blue Pattern: Printed Suitable For: 6 seater table Material: Cotton ,Blue,
10009679,SPYKAR Women Blue Alicia Super Skinny Fit Low-Rise Mildly Distressed Ankle-length Jeans,SPYKAR,Women,1079,"Blue light wash 5-pocket low-riseankle-length jeans, mildly distressed, heavy fade, has a button and zip closure, and waistband with belt loops",Blue,
10013549,PARFAIT Plus Size Women Beige Solid Hipster Briefs 4805,PARFAIT,Women,899,"Beige solid hipster briefs, has inner elastic waistband, double layered gusset", Beige,
10013565,PARFAIT Plus Size Women Black Lace Detail Solid Hipster Briefs 2803,PARFAIT,Women,899,"Black solid mid-rise hipster briefs with lace detail, has an inner elasticated waistband, double layered gusset", Black,
10016739,Vishudh Women Olive Green Floral Embroidered Straight Kurta,Vishudh,Women,1299,"Olive Green embroidered straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, multiple slits", Green,
10005999,ID Men Tan Brown Solid Comfort Leather Sandals,ID,Men,1685,A pair of tan solid Comfort SandalsLeather upper materialSole material: PUCushioned footbedPatterned synthetic outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer, Brown,
10017861,Parx Men Blue Slim Fit Printed Casual Shirt,Parx,Men,839,"Blue printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue,
10003605,Gini and Jony Boys Brown Solid Regular Fit Shorts,Gini and Jony,Boys,559,"Brown solid mid-rise knitted regular shorts, has 5 pockets, and hook and bar closure", Brown,
10003463,Gini and Jony Girls Black Solid Semi-Sheer Net A-Line Skirt,Gini and Jony,Girls,839,"Black solid semi-sheer net A-line skirt, has an elasticated waistband with slip-on closure, flared hem, attached lining", Black,
10006051,ID Men Brown Shoe-Style Leather Sandals,ID,Men,2385,A pair of brown shoe-style sandalsLeather upper with velcro closureCushioned footbedPatterned synthetic outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer, Brown,
10012927,Parx Men Blue Slim Fit Mid-Rise Clean Look Jeans,Parx,Men,804,"Blue medium wash five-pocket mid-rise jeans, clean look with light fade, has a button and zip closure, waistband with belt loops",Blue,
10007673,her by invictus Women Tan Solid Cushioned Mules,her by invictus,Women,1044,"A pair of pointed closed toe tan brown mules with comfort lining and foam cushioned footbed for your work-from-home needs. It has regular styling, and closed backSynthetic upperFoam Cushioned footbedTextured and patterned outsole",,
10000445,Parx Men Grey Checked Mandarin Collar T-shirt,Parx,Men,594,"Grey checked T-shirt, has mandarin collar and short sleeves", Grey,
10006047,ID Men Blue Leather Sneakers,ID,Men,1210,"A pair of round-toe blue sneakers, has regular styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Blue,
10009675,SPYKAR Women Black Adora Skinny Fit Mid-Rise Clean Look Stretchable Ankle Jeans,SPYKAR,Women,1079,"Black medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops", Black,
10012369,Lakme Absolute Matte Melt Liquid Lip Color 12 Natural Nude,Lakme,Women,400,Lakme Absolute Matte Melt Liquid Lip ColorShade name:12 Natural nude, Matte,
10012787,SEJ by Nisha Gupta Set of 6 Blue & Green Printed Table Placemats,SEJ by Nisha Gupta,Unisex,899,Set content: 6 table mats Shape: Rectangle Colour: Blue and green Pattern: Printed Suitable For: 6 seater table Material: Cotton ,Blue,
10004131,HIGHLANDER Men Blue & Black Slim Fit Printed Casual Shirt,HIGHLANDER,Men,699,"Blue and black printed casual shirt, has a spread collar, short sleeves, button placket,  curved hem, one patch pocket",Blue,
10017081,Campus Sutra Men Blue & Grey Regular Fit Checked Casual Shirt,Campus Sutra,Men,599,"Blue and Grey checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue,
10007733,her by invictus Women Nude-Coloured Slip-On Cushioned Sneakers,her by invictus,Women,1299,"A pair of round-toe nude-coloured slip-on cushioned sneakers with comfort lining and foam cushioned footbed for your work-from-home needs. It has regular styling, slip-on detailSynthetic patent upperCushioned footbedTextured and patterned outsole", Red,
10017911,Parx Men White & Orange Slim Fit Checked Casual Shirt,Parx,Men,717,"White and orange checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", White,
10014815,AccessHer Gold-Plated Enamelled Jewellery Set,AccessHer,Women,1064,"This jewellery set consists of a necklace and a pair of earrings Gold-plated statement necklace embellished with beads, secured with drawstring fasteningA pair of matching earrings, secured with a post-and-back closure", Gold,
10015141,Urban Dog Men Charcoal Grey Printed Regular Fit Sports Shorts,Urban Dog,Men,399,"Charcoal grey printed mid-rise sports shorts, has two pockets, a drawstring closure", Grey,
10018053,Puma Unisex Blue Sneakers,Puma,Unisex,2999,"A pair of round-toe blue sneakers, has regular styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Blue,
10007719,her by invictus Women Charcoal Grey Cushioned Slip-Ons,her by invictus,Women,1299,"A pair of pointed toe charcoal grey slip-ons with comfort lining and foam cushioned footbed for your work-from-home needs. It has regular styling, slip-on detailSynthetic Suede upperFoam cushioned footbedTextured and patterned outsole", Grey,
10014939,AccessHer Black & Gold-Plated Mangalsutra,AccessHer,Women,348,"Gold-plated and black beaded mangalsutra, Handcrafted with golden nakshi beads,Secured with an golden adustable chain", Black,
10012555,AccessHer Women Gold-Plated & Off-White Kundan & Pearl Embellished Maang Tikka,AccessHer,Women,1107," Gold-plated and off-white maang tikka, has crescent-shaped design with kundan embellishment detail and pearl beaded droplets  Secured with S-hook closure ", White,
10000921,Kenneth Cole Women Pink Solid Backpack,Kenneth Cole,Women,2463,Pink solid backpackNon-Padded haul loop1 main compartment with zip closureNon-Padded backPadded shoulder strap: Non-Padded, Pink,
10007655,Roadster Women Olive Green Solid One Toe Flats,Roadster,Women,1299,"A pair of olive green open-toed flats, has regular styling, buckle detailSynthetic Suede upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer", Green,
10002521,Beli Women Black Textured Heels,Beli,Women,974,"A pair of black textured open toe sandals, has regular styling, backstrap detailSynthetic upperCushioned footbedTextured and patterned outsole, has a slim heel", Red,
10015057,Urban Dog Men White & Black Striped Boxers UDBX160,Urban Dog,Men,699,"A pair of white and black striped regular-fit boxers, has an inner elasticated waistband, button fly, slip-on closure, one pocket", Black,
10012701,MIAH Decor Beige & Black Set of 2 Handpainted Ceramic Coffee Mugs,MIAH Decor,Unisex,1079,Type: Coffee mugsPattern: PrintedFinish: MatteMaterial: Ceramic, Black,
1000497,Russell Athletic Grey Melange Printed Sweatshirt,Russell Athletic,Women,2599,"Grey melangeÂ printedÂ sweatshirt, has a round neck, long sleeves, a kangaroo pocket,Â a fleece lining", Grey,
10017679,Parx Men Blue Slim Fit Printed Casual Shirt,Parx,Men,759,"Blue printed casual shirt, has a cutaway collar, long sleeves, button placket,  curved hem, one patch pocket",Blue,
10009647,SPYKAR Women Blue Alicia Super Skinny Fit Low-Rise Clean Look Ankle-Length Jeans,SPYKAR,Women,899,"Blue dark wash 5-pocket low-rise ankle-length jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Blue,
10012341,Lakme Absolute Matte Melt Liquid Lip Color - 22 Pink Heels 6 ml,Lakme,Women,400,Lakme Absolute Matte Melt Liquid Lip ColorShade name: 22 Pink Heels, Pink,
10017811,Parx Men Blue & Off-White Slim Fit Printed Casual Shirt,Parx,Men,594,"Blue and off-white printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue,
10013051,Sera Women Off-White & Black Printed Kurta with Palazzos,Sera,Women,1357,"Off-White and black printed kurta with palazzos Off-White and black straight calf length kurta, has a round neck, sleeveless, straight hem, side slitsOff-White and black  Solid palazzos, has partially elasticated waistband, button closure", Black,
10000737,Lady Lyka Women Pack of 2 Beginners Bras TEENAGER-FCA-PPL,Lady Lyka,Women,425,Fuschia and Purple solid medium-coverage beginners braNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort,,
10000543,Parx Men Green Solid Polo Collar T-shirt,Parx,Men,539,"Green solid t-shirt has a polo neck, short sleeves", Green,
10007717,Mast & Harbour Women Maroon Solid Open Toe Flats,Mast & Harbour,Women,1599,"A pair of maroon open-toed flats, has regular styling, no back strap detailSynthetic upperTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer", Maroon,
10013735,PARFAIT Plus Size Black  Grey Lace Underwired Non Padded Everyday Bra P5612,PARFAIT,Women,1679,Black and grey lace medium-coverage Everyday braNon Padded and Underwired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Red,
10017697,Parx Men White & Blue Slim Fit Printed Casual Shirt,Parx,Men,647,"White and blue printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue,
10012739,MIAH Decor Blue & Beige Handpainted Mughal Art Large Storage Jar,MIAH Decor,Unisex,1499,Set Content: 1 jarPattern: PrintedFinish: GlossyMaterial: Ceramic,Blue,
10001751,Sera Women Pink & Maroon A-Line Dress,Sera,Women,1099,"Pink and maroon printed woven A-line dress with gathered detail, has a tie-up neck, three-quarter puff sleeves, and flared hem", Pink,
10012809,SEJ by Nisha Gupta Set of 6 Green & Pink Printed Table Placemats,SEJ by Nisha Gupta,Unisex,899,Set content: 6 table mats Shape: Rectangle Colour: Turquoise-blue and pink Pattern: Printed Suitable For: 6 seater table Material: Cotton , Green,
10016981,Campus Sutra Men Black & White Self Design Round Neck T-shirt,Campus Sutra,Men,299,"Black and white printed T-shirt, has a round neck, long sleeves, and 1 pockets", Black,
10012869,JEWEL JUNCTION Gold-Toned Geometric Cufflinks,JEWEL JUNCTION,Men,539,A pair of gold-toned geometric textured cufflinksComes in a signature JEWEL JUNCTION case, Gold,
10009659,SPYKAR Women Navy Blue Elissa Bootcut High-Rise Clean Look Stretchable Jeans,SPYKAR,Women,999,"Navy Blue dark wash 5-pocket high-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Blue,
10007623,Mast & Harbour Women Pink Solid Mules,Mast & Harbour,Women,1299,"A pair of pink round-toe flats, has regular styling, no back strap detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer", Pink,
10017699,Parx Men Red & Navy Blue Slim Fit Checked Casual Shirt,Parx,Men,779,"Red and navy blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue,
10012977,JEWEL JUNCTION Silver-Toned Geometric Cufflinks,JEWEL JUNCTION,Men,539,A pair of silver-toned geometric printed cufflinksComes in a signature JEWEL JUNCTION case, Silver,
10017009,Campus Sutra Men Blue & White Standard Regular Fit Checked Casual Shirt,Campus Sutra,Men,599,"Blue and white checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue,
10012519,AccessHer Gold-Plated Kundan-Studded Flower-Shaped Nosepin,AccessHer,Women,267,"Gold-plated flower-shaped nosepin, has kundan-studded detailSecured with a clip-on closure", Gold,
10014785,AccessHer Blue & Gold-Plated Enamelled Circular Drop Earrings,AccessHer,Women,595,Blue and Gold-Plated enamelled circular drop earrings and has artificial stonesSecured with a post and back,Blue,
10007757,ether Women Coffee Brown Solid Open Toe Flats,ether,Women,699,"A pair of coffee brown open-toed flats, has regular styling, no back strap detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 45 daysWarranty provided by brand/manufacturer", Brown,
10012867,JEWEL JUNCTION Gold-Toned Geometric Cufflinks,JEWEL JUNCTION,Men,539,A pair of gold-toned geometric solid cufflinksComes in a signature JEWEL JUNCTION case, Gold,
10017437,DKNY Unisex Purple Cabin Trolley Bag,DKNY,Unisex,22100,"Purple textured cabin trolley bag, secured with a TSA lockOne handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted inline skate wheelsOne main zip compartment, zip lining, two compression straps with click clasps and one zip pocketWarranty: 5 yearsWarranty provided by Brand Owner / Manufacturer", Purple,
10012729,MIAH Decor Brown Art Storage Jar,MIAH Decor,Unisex,1499,Pattern: PrintedFinish: GlossyMaterial: Ceramic, Brown,
10015539,Roadster Women Red Printed Sweatshirt,Roadster,Women,699,"Orange printed sweatshirt, has a round neck, long sleeves, ribbed hem", Red,
1000741,ahilya Gold-Plated Sterling Silver Drop Earrings,ahilya,Women,9333,"A pair of gold-plated sterling silver drop earrings, has an floral base with pearl-like detail and coloured stones andÂ a cubical danglerSecured with a post-and-back closure", Gold,
10017829,Parx Men Blue Slim Fit Checked Casual Shirt,Parx,Men,752,"Blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue,
10006079,ID Men Tan Sandals,ID,Men,1197,A pair of tan brown one-toed comfort sandalsSynthetic upper with velcro closureCushioned footbedPatterned rubber outsole,,
10017077,Campus Sutra Men Blue Standard Regular Fit Checked Chambray Casual Shirt,Campus Sutra,Men,511,"Blue checked chambray casual shirt, has a mandarin collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue,
10009671,SPYKAR Women Blue Adora Skinny Fit Mid-Rise Mildly Distressed Stretchable Ankle Jeans,SPYKAR,Women,1304,"Blue medium wash 5-pocket mid-rise jeans, mildly distressed, heavy fade, has a button and zip closure, and waistband with belt loops",Blue,
10017761,Parx Men Green Slim Fit Checked Casual Shirt,Parx,Men,664,"Green checked casual shirt, has a spread collar, short sleeves, button placket,  curved hem, one pocket", Green,
10013501,PARFAIT Plus Size Fuchsia Pink Lace Underwired Lightly Padded Plunge Bra P5351,PARFAIT,Women,1749,Fuchsia pink lace medium-coverage Plunge braLightly Padded and Underwired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Red,
10016993,Campus Sutra Men Green Dyed Henley Neck T-shirt,Campus Sutra,Men,699,"Green dyed T-shirt, has a Henley neck, and short sleeves", Green,
10000377,Parx Men White Printed Polo Collar T-shirt,Parx,Men,594,"White printed T-shirt, has polo collar, short sleeves", White,
1000716,ahilya Gold-Plated Sterling Silver & Green Hoop Earrings,ahilya,Women,5998,"A pair of gold-plated sterling silver and green hoop earrings, has floral detail with multiple multifaceted stone embellishments, and a jhumki dangler with danglingÂ syntheticÂ pearls belowSecured with a stylisedÂ insert closure", Green,
10003297,Gini and Jony Boys Black & Grey Printed Polo Collar T-shirt,Gini and Jony,Boys,699,"Black and grey printed T-shirt, has a polo collar, and short sleeves, 1 pocket", Black,
1000721,ahilya Dakshin Collection Gold-Plated Sterling Silver Hoop Earrings,ahilya,Women,6340,A pair of gold-plated sterling silver hoop earrings with cut-out detailSecured with a lever-back closure, Gold,
10012797,SEJ by Nisha Gupta Set of 4 Printed Table Placemats,SEJ by Nisha Gupta,Unisex,799,Set content: 4 table matsShape: RectangleColour: Pink Pattern: PrintedSuitable For: 4 seater tableMaterial: Cotton,,
10004463,Park Avenue Women Blue Solid A-Line Top,Park Avenue,Women,503,"Blue solid A-line top, has a round neck, short slit sleeves with tie-up detail",Blue,
10012817,SEJ by Nisha Gupta Set of 4 Yellow & Blue Printed Table Placemats,SEJ by Nisha Gupta,Unisex,799,Set content: 4 table mats Shape: Rectangle Colour: Yellow and blue Pattern: Printed Suitable For: 4 seater table Material: Cotton ,Blue,
10002835,VASTRAMAY Boys Gold-Coloured & Maroon Solid Kurta with Churidar & Jacket,VASTRAMAY,Boys,1469,"Gold-Coloured and maroon solid kurta with churidarGold-Coloured straight knee length kurta, has a mandarin collar, long sleeves, straight hemGold-Coloured and maroon solid churidar, slip-on closureMaroon self design jacket, has mandarin collar and one pocket", Red,
10013533,PARFAIT Plus Size Maroon Lace Underwired Lightly Padded Balconette Bra P5231,PARFAIT,Women,1539,Maroon lace medium-coverage Balconette bra Lightly Padded and Underwired cut and sew cups Regular straps and back closure Back style: Regular Feature: Reversible, Red,
10012813,SEJ by Nisha Gupta Set of 4 Multicoloured Printed Table Placemats,SEJ by Nisha Gupta,Unisex,799,Set content: 4 table matsShape: RectangleColour: multicolouredPattern: PrintedSuitable For: 4 seater tableMaterial: Cotton, Red,
10015863,Raymond Men Maroon Woven-Design Single-Breasted Bandhgala,Raymond,Men,3599,"Maroon self-design single breasted bandhgala blazer, has a mandarin collar, full button placket, long sleeves, three pockets and a double vented hem", Maroon,
10015919,Raymond Men Blue Checked Single-Breasted Formal Suit,Raymond,Men,3999,"Blue checked single-breasted formal suitBlue checked blazer, has a notched lapel, single breasted with double button closure, long sleeves, three pockets, double vented back hem, an attached liningBlue checked mid-rise trousers, has a zip fly with a button and a hook-and-bar closure, four pockets, a waistband with belt loops",Blue,
10014829,AccessHer Handcrafted Rose Gold-Plated Jewellery Set,AccessHer,Women,4040,Handcrafted rose gold-plated necklace with high quality American diamonds studdedThis necklace comes with adjustable links and lobster claw closureA pair of small matching earrings with push and back closure., Gold,
10017853,Parx Men White Slim Fit Printed Casual Shirt,Parx,Men,659,"White printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", White,
10001923,JC Collection Women Mustard Yellow Lace Wrap Dress,JC Collection,Women,5590,"Mustard yellow lace woven wrap dress, has a V-neck, three-quarter sleeves, concealed zip closure, an attached lining, and flared hem", Yellow,
10002193,GUESS Girl Belle Eau de Toilette 100 ml,GUESS,Women,1982,GUESS Girl Belle Eau de Toilette,,
10002673,Allen Solly Woman Women Navy Blue Regular Fit Printed Casual Shirt,Allen Solly Woman,Women,685,"Navy Blue printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue,
10013545,PARFAIT Plus Size Black Self Design Underwired Lightly Padded Plunge Bra P5411,PARFAIT,Women,1679,Black self design medium-coverage Plunge bra Lightly Padded and Underwired cut and sew cups Regular straps and back closure Back style: Regular Feature: All Day Comfort, Red,
10004175,HIGHLANDER Men Black & Grey Slim Fit Checked Regular Trousers,HIGHLANDER,Men,1299,"Black and grey checked mid-rise regular trousers, has a button closure, four pockets", Black,
10012827,SEJ by Nisha Gupta Set of 6 Multicoloured Printed Table Placemats,SEJ by Nisha Gupta,Unisex,899,Set content: 6 table matsShape: RectangleColour: MulticolouredPattern: PrintedSuitable For: 6 seater tableMaterial: Cotton, Red,
10003847,Homesake Gold-Toned & Navy Blue Solid Handcrafted Table Lamp with Shade,Homesake,Unisex,1732,Type: Handcrafted Table Lamp with ShadeColour: Gold-Toned and navy bluePattern: SolidShape: FrustumShade material: FabricBase material: AluminiumBulb Holder Type: E27Switch Type: Toggle ButtonComes with bulb,Blue,
10013397,SEJ by Nisha Gupta Pink & Blue Printed Wooden Open Dry Bin,SEJ by Nisha Gupta,Unisex,999,Set content: 1 open dry binColour: Pink and bluePattern: Peacock printShape: Rectangular,Blue,
10017499,Soie Off-White Solid Non-Wired Non Padded Everyday Bra CB-332,Soie,Women,552,Off-White solid full-coverage Everyday bra Non Padded and Non-Wired seamless cups Regular straps and back closure Back style: Regular Feature: All Day Comfort, Red,
10000801,Lady Lyka Women Pack of 2 Beginners Bras TEENAGER-PPL-RED,Lady Lyka,Women,425,Red and Purple solid medium-coverage beginners brasNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Red,
10009751,SPYKAR Women Blue Alexa Super Skinny Fit High-Rise Clean Look Stretchable Jeans,SPYKAR,Women,999,"Blue medium wash 5-pocket high-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Blue,
1000507,Russell Athletic Black Sweatshirt,Russell Athletic,Women,2999,"Black sweatshirt, has a round neck, long sleeves, a full zip closure,Â two insert pockets, a ribbed hem,Â fleece lining", Black,
10017085,Campus Sutra Men Grey Printed Round Neck T-shirt,Campus Sutra,Men,699,"Grey printed T-shirt, has a round neck, and long sleeves", Grey,
10011195,HARBORNBAY Women Navy Blue & White Striped Round Neck T-shirt,HARBORNBAY,Women,395,"Navy Blue and White striped T-shirt with embroidered detail, has a round neck, short sleeves, and 1 pocket",Blue,
10012839,JEWEL JUNCTION Men Gold-Toned Geometric Cufflinks,JEWEL JUNCTION,Men,539,A pair of gold-toned and black geometric textured cufflinks, Gold,
10015829,Raymond Men Maroon Regular Fit Self Design Formal Shirt,Raymond,Men,1079,"Maroon self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem and one pocket", Maroon,
10012515,AccessHer Women Gold-Plated & Off-White Oxidised Stone & Pearl Embellished Nose Ring,AccessHer,Women,512," Circular-shaped gold-plated, off-white and green stone-studded clip-on nose ring, has pearl beaded chain secured with S-hook closure ", White,
1000712,ahilya Gold-Plated Sterling Silver Drop Earrings,ahilya,Women,4410,"A pair of gold-plated sterling silver drop earrings, has an intricately designed drop encrusted with stones and cut-out detail, has multiple danglersSecured with a fish-hook ear wire", Gold,
10009635,SPYKAR Women Black Alexa Super Skinny Fit High-Rise Clean Look Stretchable Ankle Jeans,SPYKAR,Women,1079,"Black dark wash 5-pocket high-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops, printed at the sides", Black,
10002805,Qraa Men Intense Acne Therapy Kit,Qraa Men,Men,815,"What It Is?:Qraa Men Intense Acne Therapy KitWhat It Does?:This kit contains:Acne Clearing Face Pack 100gm: Qraa Men Acne Clearing Face Pack with ginger extracts along with the goodness of neem, fuller's earth and turmeric work together to regulate excess oil secretion, clean clogged pores and prevent the recurrence of pimples. The formula has salicylic acid which helps to soothe redness, refines skin texture and prevents further breakouts for clear and mattified skin. This face pack possesses great anti-bacterial properties to suppress acne-causing bacteria along with oil-absorbing ginger root extract that help deliver gingerols to soothe skin.Ingredients: Aqua, Kaolin, Emulsifying Wax, Sandal Wood Extracts, Glycerin, Lemon Oil, Peppermint Oil, Clove Oil, Turmeric Oil, Ginger Extract and Tea Tree Oil.Acne Clearing Face Gel 50gm: Qraa Men Acne Clearing Face Gel with tea tree oil and salicylic acid is a lightweight, anti-acne gel which clears skin. It contains retinol which helps smoothen skin texture and evens out skin tone. The perfect blend of soothing ingredients help balance the skin's microbiome. This hydrating formula also contains sodium lactate, which moisturises skin and helps offset dryness. Salicylic acid refines skin texture and possesses antibacterial properties to suppress acne-causing bacteria and oil-absorbing ginger root extract delivers gingerols to soothe skin.Ingredients: Water, Niacinamide, Glycolic Acid, Glycerin, Phenoxyethanol, Disodium Edta, Allantoin, Tea Tree Oil and Salicylic AcidAcne Clearing Face Wash 100gm: Qraa Men Acne Clearing Face Wash enriched with tea tree oil and natural ingredients, is an effective oil-free foaming cleansing gel that gently cleanses and clears skin, prevents breakouts and blackheads. It effectively unclogs pores and helps control the moisture levels in skin, resulting in fresh, soft, smooth and clear skin.Ingredients: Water, Glycerin, Sodium Chloride, Disodium Edta, Bht, Phenoxyethanol, Tea Tree Oil, Neem Extract and Ginger ExtractHow To Use?:Face Pack: Apply evenly over cleansed face and neck, avoiding the area around the eyes and mouthLet it dry for 10-15 minutes, and remove with a wet sponge or towel. Rinse with cool water. For optimal results, use once a weekFace Gel: Apply a thin, even layer to clean, dry skin.Face Wash: Use twice a day, morning and night. Massage over face, avoiding eye area. Rinse thoroughly and pat skin dry.About The Brand:Qraa Herbal is one of India's leading natural cosmetic companies. It combines ancient wisdom from the Vedas with 21st century technology, to bring out some amazing natural products for skin and hair. Qraa believes in actively utilising herbal ingredients instead of chemicals, synthetic or cruel animal-tested cosmetics. Each of its products contains a combination of extracts of different herbs to protect, heal and enhance the skin, body and hair. Qraa believes that its role is to offer solutions, which will improve the beauty and health of your body and hair.",,
10004113,HIGHLANDER Men Navy Blue & White Slim Fit Printed Casual Shirt,HIGHLANDER,Men,699,"Navy Blue and white printed casual shirt, has a spread collar, short sleeves, button placket,  curved hem, one patch pocket",Blue,
10016971,Campus Sutra Men Charcoal Grey & Black Colourblocked Round Neck T-shirt,Campus Sutra,Men,699,"Charcoal grey and black colourblocked T-shirt, has a round neck, long sleeves", Black,
10013411,SEJ by Nisha Gupta Pink & Blue Printed Wooden Open Dry Bin,SEJ by Nisha Gupta,Unisex,999,Set content: 1 open dry binColour: Pink and bluePattern: Bird printShape: Rectangular,Blue,
10013605,PARFAIT Plus Size Mauve  Pink Printed Underwired Lightly Padded Plunge Bra 2801,PARFAIT,Women,1189,Mauve and pink printed half-coverage Plunge bra with lace detailLightly Padded and Underwired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Red,
10000301,Parx Men Green Printed Polo Collar T-shirt,Parx,Men,594,"Green printed t-shirt, has a polo collar, short sleeves", Green,
10012963,JEWEL JUNCTION Silver-Toned Geometric Cufflinks,JEWEL JUNCTION,Men,539,A pair of silver-toned and black geometric printed cufflinksComes in a signature JEWEL JUNCTION case, Silver,
10017491,Soie Nude-Coloured lace Underwired Non Padded full coverage Everyday Bra FB-610,Soie,Women,693,Nude full-coverage Everyday braÂ Non Padded andÂ FlexibleÂ Underwired seamless three layered cupsCushioned front straps with laceÂ and back closureSandwiched brushed layer for no show apex, Red,
10012961,JEWEL JUNCTION Silver-Toned Geometric Cufflinks,JEWEL JUNCTION,Men,539,A pair of silver-toned and black geometric printed cufflinksComes in a signature JEWEL JUNCTION case, Silver,
10012819,SEJ by Nisha Gupta Set of 4 Mustard & Green Printed Table Placemats,SEJ by Nisha Gupta,Unisex,799,Set content: 4 table matsShape: RectangleColour: Mustard and greenPattern: PrintedSuitable For: 4 seater tableMaterial: Cotton, Green,
1001050,Blackberrys Black Single-Breasted Linen Slim Ethnic Blazer,Blackberrys,Men,3147,"Black ethnic blazer in a patterned weave, has a mandarin collar, single-breasted with a full button closure, long sleeves with buttoned detail, a chest pocket, two welt pockets with flap closures, double vented back hem, and has anÂ attached inner lining with two welt pockets", Black,
10006007,ID Men Brown Formal Leather Derbys,ID,Men,1036,"A pair of brown square-toed formal derbys, has central lace-upsLeather upperCushioned footbedTextured TPR outsole, has a stacked heelWarranty: 3 months against manufacturing defect onlyWarranty provided by the brand owner / manufacturer", Brown,
10003171,Gini and Jony Girls White & Pink Tie & Dye Kaftan Top,Gini and Jony,Girls,779,"White and Pink dyed woven kaftan top with tie-up, embellished and embroidered detail, has a round neck, short sleeves, and button closure", White,
10003855,Homesake Gold-Toned Solid Handcrafted Table Lamp with Shade,Homesake,Unisex,1890,Type: Handcrafted Table Lamp with ShadeColour: Gold-TonedPattern: SolidShape: GeometricShade material: FabricBase material: AluminiumSwitch Type: Toggle Button, Gold,
10005993,ID Men Black Solid Formal Leather Derbys,ID,Men,956,"A pair of black square-toed formal derbys, has central lace-upsLeather upperCushioned footbedTextured rubber outsole, has a stacked heelWarranty: 3 months against manufacturing defect onlyWarranty provided by the brand owner / manufacturer", Black,
